GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,Target
60,9,3.1,1.1,2.9,36.8,0.2,0.8,23.4,0.7,0.9,83,0.2,0.6,0.7,2.1,0.6,0.1,0.9,1
82,31,9.7,3.6,7.3,49.7,1,2.7,39.3,1.4,1.8,76.9,1.3,5.1,6.4,1.9,1,0.2,1.3,1
50.53083716,14.74631049,4.953083716,1.511729071,3.882103497,39.46602437,0.223458142,0.782103497,26.95308372,1.706167432,1.906167432,86.91354645,0.388270929,1.282103497,1.593832568,2.565418579,0.876541858,0.035187213,1.306167432,0
29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,1
37,7.8,3.9,1.5,3.4,46,0.1,0.3,27.3,0.7,1.1,65,0.6,0.8,1.4,0.2,0.2,0,0.4,0
35,13.9,4.8,1.6,3.7,43.4,0,0.1,0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,0
42,15,4,1.4,3,45.2,0,0,0,1.2,1.5,83.9,1.2,1.8,3,0.3,0.2,0.2,0.6,1
22,6,1.5,0.6,1.5,40.6,0,0,0,0.4,0.5,66.7,0.5,1,1.5,0,0.2,0.1,0.5,0
64,18.4,7,2.8,6.2,45,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,4.2,1.5,0.8,0.9,1,1
82,22.5,6.1,2.4,5.3,46,0,0,0,1.2,1.7,69.7,1.5,4.1,5.6,1,0.3,0.9,1.9,1
78,36,16.1,5.2,12.1,43,0.6,2.3,28.2,5.1,6,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.4,1
56,10.6,3.4,1.4,3.4,41.5,0,0,0,0.6,0.7,80,0.3,0.5,0.8,1.9,0.5,0.1,0.8,0
81,11.7,4.7,2,4.6,44.2,0,0.1,20,0.6,0.8,76.6,0.4,0.8,1.2,0.9,0.4,0.1,0.7,1
18.29555104,5.993114271,2.380296597,0.9,2.390148299,37.2295551,0.450741493,1.462076181,31.4005292,0.219703403,0.329555104,60.90635653,0.329555104,0.770444896,1.1,0,0.1,0.129555104,0.3,0
80,31.4,14.3,5.9,11.1,52.5,0,0.1,11.1,2.6,3.9,65.4,3,5,8,2.4,1.1,0.8,2.2,1
71,19.8,7,3,6.7,44.4,0.1,0.4,14.8,1,1.3,75,0.6,1.8,2.4,3.2,0.9,0.2,1.5,0
52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0
56,31.2,13.9,5,12.3,41,1.6,4.2,38.6,2.2,2.8,78.6,0.8,3,3.8,2.4,0.9,0.5,1.6,1
51.12256049,7.379664318,2.724512098,1.110213374,2.510213374,43.60222481,0.102042675,0.20408535,41.7,0.502042675,0.802042675,59.09192037,0.306128024,0.618384073,0.924512098,0.993871976,0.402042675,0.00408535,0.697957325,0
81,25.4,9.2,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,4.1,1.2,0.6,0.2,1.3,1
15,11,5.4,1.8,4.1,43.5,0.3,0.6,44.4,1.5,2,76.7,0.1,1.1,1.3,1.9,0.4,0.2,0.7,0
33,22.8,5.2,1.9,4.6,40.5,0.9,2.8,32.3,0.6,0.8,76,0.7,2.2,2.8,1,0.6,0.3,0.7,0
82,23.7,8.7,3.5,7.5,46.4,0.1,0.4,20.6,1.7,1.9,87.3,0.5,1.7,2.2,4.2,1,0.2,1.7,0
77.58805558,25.31745836,10.59984724,3.876416674,9.241041685,42.12649305,0.744104168,2.273506947,34.34992362,2.032312505,2.447013895,83.96477777,0.385298611,2.355895832,2.741194442,3.717611116,0.744104168,0.085298611,2.558805558,0
42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75,0.2,1,1.2,1.6,0.5,0.2,1.1,0
64,17.7,4.6,1.8,3.6,51.8,0,0,0,0.9,1.8,50.4,1.8,3.6,5.4,0.9,0.9,1.2,1.2,1
77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25,1.9,2.5,76.3,0.9,2,2.9,0.7,0.6,0.2,0.8,1
51,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33,0.8,1,85.7,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1
70,14.3,3.1,1.2,3.8,30.5,0.6,2.1,29.3,0.2,0.2,80,0.2,1.1,1.3,0.6,0.4,0.2,0.4,0
59,19.8,7.6,2.9,6.6,44.2,0,0,0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,0.3,0.9,1.4,1
81,25.3,8.2,2.8,6.6,42.9,1,2.7,37.3,1.5,1.9,80,1,2.9,3.9,1.8,1.2,0.4,1.2,1
80,19.5,5.3,2,4.4,45.4,0.2,0.5,27.9,1.2,1.5,77.7,0.5,1.8,2.3,4.5,0.9,0.1,1.9,1
79,32.6,15.1,5.6,12.3,45.5,0.9,2.1,42.8,3.1,3.7,83.1,0.6,2.2,2.8,3,1.5,0.5,2,1
66,27.2,12.1,4.3,11.6,36.6,1,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,0.9,0.3,1.8,1
82,17.3,6,2.1,4.9,42.6,0,0,0,1.8,2.4,73,1.4,2.9,4.3,1.1,0.5,0.5,1.1,0
51,17.5,5.8,2.5,5.7,44.7,0.1,0.4,15,0.7,0.8,87.2,0.2,1.2,1.3,3.3,0.7,0.1,1.2,0
55,13.1,3.4,1.2,3.9,30.4,0.4,1.9,20.4,0.6,0.9,74.5,0.4,0.8,1.2,0.5,0.7,0.1,0.7,0
45,10.2,3.5,1.5,4,38.3,0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,1.5,0.8,0.1,0.9,0
34,13,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100,0.1,0.9,0.9,1.5,0.3,0.1,0.9,1
49,5.3,2.1,0.7,1.9,37.6,0,0,0,0.7,1.1,64.2,0.5,0.7,1.2,0.2,0.3,0.2,0.5,0
66,11.3,5.9,1.8,3.9,45.9,0,0,0,2.3,3,77.7,1,1,2.1,0.7,0.5,0.1,1.2,1
33,16.4,5.3,2,5.3,37.1,0.2,1.4,17.4,1.1,1.3,86,0.2,1.5,1.6,2.8,0.4,0,1.5,0
50,9.3,4.5,1.9,4.2,45.8,0.1,0.4,15.8,0.6,0.7,84.8,0.4,0.9,1.3,0.7,0.2,0,1,1
39,9.4,3.5,1.4,3.1,47.1,0,0,0,0.6,1.2,52.2,1.4,1,2.4,0.5,0.5,0.1,0.8,0
27.3316148,22.65829037,6.262822225,2.395983705,5.87538667,41.06683852,0.61658074,2.09145185,29.4658074,0.812564445,1.08341926,76.49598371,0.345725925,2.05829037,2.37487111,2.4170963,0.670854815,0.44170963,1.762822225,0
52,21.3,6.6,2.4,5.2,45.2,1,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.5,0.7,0
51.2179513,7.440111551,2.68754564,1.09688641,2.50311359,43.24743409,0.10311359,0.20622718,41.7,0.49065923,0.78443205,58.7197769,0.3,0.61556795,0.91245436,0.99377282,0.40311359,0.00311359,0.69377282,0
53.19260047,12.40123325,2.959013397,1.219260047,2.238520095,53.59876675,0,0,0,0.580739953,1.040986603,57.63282584,1.562713159,2.139753349,3.702466508,0.4,0.3,0.259013397,0.479506698,0
44,9.6,2.9,1.1,3.4,33.3,0.2,0.9,26.3,0.4,0.6,59.3,0.3,0.6,0.8,1.3,0.3,0,1.1,0
52,10.2,4.2,1.8,3.9,45.4,0,0,0,0.6,1.2,51.6,1,2,3,0.5,0.4,0.4,0.6,1
65,14.5,5.5,1.9,3.8,48.8,0,0,0,1.8,2.6,68.9,1.5,2.1,3.6,0.3,0.2,0.2,0.7,0
49.31089984,14.55128013,5.335735135,1.937820032,4.606730048,42.05801017,0.62227504,1.613460095,39.82483529,0.82227504,1.006730048,80.44711033,0.346634976,1.837820032,2.268910016,0.968910016,0.553365024,0.2,0.7,0
70,40.9,19,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,4,9.3,1.4,0.3,3.8,1
40.85412985,10.58752209,4.070825969,1.470825969,3.385412985,42.65817132,0.4,1.256238954,35.31476375,0.743761046,0.872935077,83.75817132,0.116696123,0.687522092,0.8896312,1.183303877,0.385412985,0.072935077,0.4,0
81,34.1,20.1,8.4,17.5,47.9,0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,1
58,22.6,7.2,2.9,6.7,43.7,0.3,1.1,29,1,1.6,65.6,0.6,2,2.6,3.2,0.6,0.3,1,0
26,12.7,5.1,2.2,2.9,73.7,0,0,0,0.8,1.6,50,1,2,3,0.2,0.4,0.8,0.4,1
48,11.5,4.5,1.6,3,52.4,0,0.1,0,1.3,1.9,67.4,1,1.5,2.5,0.3,0.3,0.4,0.8,1
82,9.5,1.7,0.5,1.6,30.1,0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1
82,23,8.9,3.5,6.9,50.7,0.1,0.4,30,1.8,2.5,71.9,0.8,2.2,3.1,1.8,0.9,0.4,1.9,1
66,27.9,11.7,3.6,8.9,40.8,0.3,1.3,20.2,4.2,4.8,87.3,0.8,2,2.8,3.4,1.3,0.2,1.9,1
28,8.1,1.7,0.6,1.4,42.5,0.3,0.8,30.4,0.2,0.3,85.7,0.3,1.1,1.5,0.4,0.2,0.1,0.5,0
78.89357059,27.56607352,12.60421353,4.689357059,11.11707235,42.33592414,0.563857644,1.780929992,33.16385764,2.572284712,3.45099883,73.94878296,1.146785297,3.193570593,4.329712949,1.295786466,0.578714119,0.457428237,1.610642941,0
40,15.4,6.1,2.8,5.4,52.8,0.1,0.5,23.8,0.4,0.5,73.7,1,1.1,2.1,0.6,0.5,0.2,0.7,0
53,13.61930803,3.927268337,1.431817084,3.59658844,39.05339949,0.731817084,1.99658844,37.18635376,0.365908542,0.398862813,92.64660051,0.535228645,1.536365831,2.071594476,0.69658844,0.332954271,0,0.331817084,0
48.84402732,10.96811434,3.407107512,1.238302049,3.014906146,40.16169795,0.484402732,1.207107512,37.86880546,0.5,0.653899317,74.00207337,0.561697951,1.207107512,1.768805463,0.792201366,0.253899317,0.092201366,0.546100683,0
69,16.1,5.5,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1.6,2.4,0.8,0.1,1.2,1
67.5578113,13.13265661,3.64421887,1.54421887,2.58843774,59.06734339,0,0,0,0.61156226,1.25578113,48.11138838,1.05578113,2.43265661,3.48843774,0.52109435,0.38843774,0.52109435,0.78843774,0
72,17,8.7,3.2,6.5,49.7,0,0,0,2.3,3.2,72.2,2.6,2.4,5,0.6,0.3,0.2,0.7,0
82,37.2,19.2,7.5,15.3,49,0.1,0.3,22.7,4.1,5,82.9,3.9,7,11,3.6,1,0.6,1.9,1
63,11.2,3.9,1.7,3.4,49.5,0,0,0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.4,0.3,0.2,1
36,15.7,5.8,2.1,5,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1
53,13.7,4.1,1.6,4,41.2,0,0.1,33.3,0.8,1.2,68.3,0.2,0.9,1.1,2.6,0.5,0.1,1,1
57,8.3,2.9,1.2,3.1,38.4,0,0,0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1
70,9.5,2.2,0.8,1.7,44.6,0,0,0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,0
64,33.5,14.3,4.6,11.3,40.6,1.1,3.1,36.5,4,5.2,77,0.8,1.9,2.8,4,1.3,0.2,2.5,0
36,7.6,3.4,1.4,2.4,55.7,0,0,0,0.7,1,66.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,0
45,8.5,2.7,1.1,2.2,47.5,0,0,0,0.5,0.7,75,0.7,0.8,1.5,0.3,0.2,0.2,0.6,1
61,23.2,6.2,2.4,6.4,37.2,0.5,1.4,32.6,1,1.8,54.6,0.3,1.5,1.8,2.1,0.4,0.1,1.2,1
77,20.9,8.8,3.4,7.8,43,0.2,0.7,25,1.9,2.6,74.1,0.9,1.1,2,2,1.2,0.3,1.7,1
73,12.2,4,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2,0.8,0.5,0.1,0.8,1
55,9.4,4.5,1.9,4.3,44.9,0.2,0.5,36,0.5,0.7,73.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6,0
69,11.8,3.6,1.6,3.6,45.2,0,0,100,0.3,0.4,82.1,1.1,1.6,2.7,0.6,0.5,0.3,0.6,1
82,32.6,12,4.3,8.3,52,0,0,0,3.4,5,67.1,3.5,6.5,10,0.9,0.9,1.7,2,1
60,11.2,3.3,1.3,2.5,50,0.1,0.3,26.3,0.6,0.9,67.9,0.3,1,1.2,1,0.6,0.2,0.8,0
60.2406472,13.10738121,4.935187056,1.870374112,4.770374112,39.50930229,0.664812944,1.964812944,33.69625888,0.494438832,0.594438832,81.8573307,0.394438832,0.911122337,1.305561168,1.381496449,0.535187056,0.1,0.735187056,0
59,28.4,17,6.1,13.9,43.5,1,3.2,31.9,3.8,5.1,74.2,1.9,2.5,4.5,3,1.1,0.5,3,1
65.8183688,10.3183688,5,2.18183688,4.48183688,47.92734752,0,0.15448936,1.289581523,0.71816312,0.83632624,84.76408512,0.6,0.9,1.5,0.87265248,0.26367376,0.08183688,0.88183688,0
66,14.2,4.4,1.5,3.1,47.1,0,0,0,1.4,2.1,69.3,1.1,1.9,2.9,0.8,0.6,0.2,0.7,1
80,20,8.5,3.2,5.7,55.8,0,0,0,2.1,3.2,67.3,1.2,2.7,3.9,1.1,0.9,0.5,1.9,1
48.36275808,9.263724192,4.5,1.712091936,3.448367744,49.51862096,0,0.087908064,0,1.151632256,1.827448383,61.82648228,0.424183872,0.8,1.224183872,0.739540319,0.463724192,0.387908064,0.963724192,0
82,18.2,5.6,1.9,4.1,47.1,0,0.1,18.2,1.7,2.4,73.6,0.3,1,1.3,5.1,1.3,0.1,1.8,1
66,21.4,7,2.9,5.1,56.3,0,0,0,1.2,1.9,64.8,2,3.3,5.3,0.6,0.7,1,0.7,0
81,17.1,5.9,2.2,5.5,40,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,1
34,8.6,3.5,1.4,3.7,39.2,0.4,1.4,31.9,0.2,0.3,54.5,0.4,0.4,0.8,0.6,0.3,0.2,0.8,1
52.4764772,10.1,2.675875079,1.16646596,2.642341039,43.6676702,0,0,0,0.44294316,0.7382386,58.86296564,0.75235228,1.60470456,2.35705684,0.3,0.1,0.6,0.49529544,0
78,22.7,9.2,3.6,8,45.4,0.1,0.5,22.2,1.8,2.9,64.6,1.7,3,4.7,2.4,1.6,0.4,1.6,1
81,37,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1
54.99148841,12.46340016,6.17446523,2.588934933,5.675316389,45.89744652,0.1,0.3,26.23616307,0.897446523,1.097446523,76.97786987,0.7,0.897446523,1.597446523,1.294041887,0.299148841,0.1,0.797446523,0
72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,1
36.79006348,6.621553961,3.155248413,1.355248413,2.410496826,54.78673889,0,0,0,0.444751587,0.834254761,55.29170715,0.723757935,1.292267458,1.96077698,0.389503174,0.223757935,0.3,0.831490478,0
71,19.3,9,3.6,8.5,42,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,1
66,21.5,8.8,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3,69.7,1.2,3.5,4.7,0.6,0.5,0.5,1.2,1
41,15.2,3.7,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2,3.2,5.2,0.6,0.4,0.3,0.8,1
82,33,17.1,7,14.3,49,0,0.1,20,3,4.4,68.7,3.7,4.2,8,2.4,1.2,0.5,3,1
57,8.5,2.3,0.8,1.7,45.4,0,0,0,0.8,1.2,60.6,1,1.4,2.3,0.3,0.3,0.2,0.4,1
78,23,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2,0.6,0.2,1,1
80,30.2,12.7,4.7,10.4,44.6,0,0.1,0,3.4,4.4,76.8,2.3,3.5,5.8,1.1,0.8,0.7,1.2,1
35,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50,0.3,0.2,0.5,0.2,0.2,0,0.2,0
81,25.9,7.1,2.4,4.7,51.2,0,0,0,2.2,3.1,72.2,3.4,4.6,7.9,0.3,0.6,1.5,0.9,1
60,20.7,7.9,3.5,5.7,60.8,0,0,50,1,2.7,37.1,2.8,4.8,7.6,0.5,1,1.6,0.9,1
78,16.3,5.4,2.1,5.1,40,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0,1.8,1
80,19.5,7.1,3,6.3,47.5,0.1,0.3,30,1.1,1.3,85,0.6,1.5,2.1,2.6,0.8,0.2,1,1
82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,0
55,8.4,2.7,1,2.5,41.2,0,0.1,0,0.7,1.5,43.5,0.5,1.2,1.7,0.3,0.4,0.4,0.6,0
81,33.1,17.2,6.8,13,52.5,0,0,0,3.5,5.7,62,2.6,4.3,6.9,1.8,0.7,0.6,2.7,1
77,23,9.6,3.6,7,51.9,0,0,0,2.3,3.5,66.2,3.3,5.3,8.6,1.7,0.9,0.4,2.3,1
67,27,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.5,0.3,1.3,0
51,7.5,2.7,1.1,3,37.1,0,0.1,40,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,1
77,36.1,18,6.5,14.5,44.5,1.4,4,34.5,3.7,4.7,78.6,2,3.3,5.3,6.6,1.5,0.4,4,1
54.63188966,12.08710621,4.772391724,1.709202759,3.709202759,46.74724414,0,0,0,1.253986207,1.844783449,67.65029517,1.144783449,1.707972414,2.852755863,0.3,0.2,0.390797241,0.790797241,0
20.63902738,8.3385288,3.655610954,1.2,3.163902738,38.59706988,0.591708215,1.647319169,35.14295468,0.6,0.636097262,89.91758074,0.136097262,0.905361662,1.041458923,1.019513692,0.236097262,0.108291785,0.572194523,0
45.16750495,13.2944165,3.122333994,1.013958746,2.827917492,36.36700198,0.497208251,1.488833003,35.73020627,0.6,0.897208251,67.49720825,0.3,0.897208251,1.2,2.441373266,0.302791749,0.008375248,0.9,0
49,9.3,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3,0.2,0,0.7,1
38,12.3,6.3,2.1,3.6,56.5,0,0.1,50,2.1,2.7,79.4,0.9,2.2,3.1,0.6,0.2,0.5,0.8,1
59,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1,1.3,2.2,0.9,0.5,0.1,0.9,1
81,13.8,6.5,2.5,5.2,47.9,0,0.1,16.7,1.4,2,73.6,1.8,2.5,4.3,0.3,0.6,0.9,1.3,1
39,10.1,3.3,1.2,3,41.4,0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,0
71,13.9,5.4,2.1,4,51.2,0,0,0,1.3,1.9,65,1.9,3.4,5.3,0.5,0.6,0.9,1.4,1
81,32.4,21.4,8.9,17.9,49.7,0,0,25,3.6,5,71.6,2.2,4.7,7,2.2,1.1,0.3,2.4,1
42,24.5,11.7,4.6,11.9,38.4,0.8,3,25.8,1.7,2,86.9,0.7,1.8,2.5,2.8,0.9,0.1,2,0
81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,1
49.05148267,6.99266881,3.118018935,1.210296534,2.823167203,44.38970347,0,0,0,0.597425866,0.797425866,73.24633441,0.410296534,0.994851733,1.502574134,0.115444802,0.102574134,0.005148267,0.405148267,0
42.63394207,7.308041565,2.6625063,1.026788414,2.553576829,39.31430732,0,0.054464736,0,0.663394207,0.972323679,66.31874685,0.436605793,0.773211586,1.264282114,0.663394207,0.317858943,0.191070529,0.763394207,0
64,10,4.3,1.6,3.5,45.5,0,0.1,0,1.2,1.6,72.8,0.2,0.8,1,1.2,0.4,0.1,0.7,1
51,6.6,3,1.1,2.4,45.1,0,0,0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7,0
52,13.4,4.8,2.1,4.2,50.7,0,0,0,0.5,0.8,67.5,1.3,2.8,4.1,0.5,0.4,0.8,0.7,1
72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,1
75,18.7,7.5,3.1,6.7,46.7,0,0,33.3,1.3,1.9,67.6,2.4,4.7,7.1,0.7,0.8,1.1,1.4,1
51,6.6,2.5,1,2,51,0,0,50,0.4,0.5,71.4,0.8,1.1,1.9,0.3,0.2,0.3,0.5,1
79,29.7,13.8,5.9,14,42.5,0.1,0.5,27,1.8,2.4,74.6,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1
81,28.1,14.7,6.4,12.4,51.5,0,0,0,2,2.9,68.4,2.4,4.9,7.2,1,0.4,0.5,2.3,1
51.27538045,9.151459245,4.169543466,1.662309777,3.510850532,47.8282364,0,0,0,0.772461955,1.258692933,63.73185324,0.613769022,0.896383156,1.510152178,0.3,0.186230978,0.341307067,0.686230978,0
46,11.5,4.1,1.5,2.9,53,0,0.1,40,1,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,1
40,10.5,4.4,1.7,4.4,39.1,0.7,1.9,37.3,0.3,0.3,91.7,0.1,0.7,0.8,0.5,0.1,0,0.5,0
40.29107249,8.299374876,3.656339126,1.385446375,3.042410626,46.28419613,0,0.028482125,0,0.885446375,1.370892751,64.28919712,0.528482125,0.94303575,1.471517875,0.3139285,0.285446375,0.128482125,0.485446375,0
76.35491599,15.49680253,5.870983197,2.325819331,5.341966395,42.77418067,0,0.045163866,0,1.264508401,1.864508401,69.11926468,1.06131093,2.470983197,3.532294127,0.674180669,0.364508401,0.629016803,1.509672268,0
34,17.1,7,2.7,6.3,42.7,0.6,2.1,31,1,1.7,59.6,1.1,2.2,3.3,0.5,0.5,0.5,1.2,0
71,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1
50,25.8,10.1,3.6,8.1,44.9,0.7,1.9,36.5,2.1,2.7,78.2,1.1,2.4,3.5,1.6,1.5,0.4,1.1,0
82,19.6,7.4,3.1,7.3,41.9,0,0.3,4.3,1.2,1.5,80.6,0.6,1.4,2,3.9,1,0.3,1.7,1
23,8.3,1.3,0.5,1.3,36.7,0,0,0,0.4,0.9,45,0.7,1.3,2,0.5,0.1,0.3,0.7,0
35,7.8,2.6,0.9,2.5,38.4,0.1,0.5,25,0.6,0.8,72.4,0.4,0.4,0.8,1.2,0.2,0.1,0.8,0
76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36,4,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,1
39,22.2,8.9,3.2,7.1,44.6,0,0.1,0,2.5,3.1,83.2,1,2.2,3.2,1.3,0.6,0.1,1.1,1
49.63960444,21.54772311,7.628288885,3.030749776,7.708854663,39.11377645,0,0.080565778,0,1.586223555,2.450183999,66.40848667,1.486223555,1.844526222,3.330749776,1.45264489,0.9,0.138868445,1.238868445,0
59,12.1,4.7,1.7,4.2,41.6,0.3,0.8,34.8,1,1.4,69.9,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1
80,24,9.2,3.4,7.5,46.1,0.1,0.3,20.8,2.2,2.6,83.9,0.5,1.9,2.4,5.5,1.3,0.3,1.8,1
77,30,13.6,6.1,13.9,43.9,0.2,0.9,24.6,1.2,1.6,73.4,1.3,3.3,4.6,1.8,0.9,0.3,1.5,1
49,7.3,2.6,1,2.6,36.4,0,0.2,22.2,0.6,1,66,0.2,0.4,0.6,1.4,0.3,0.1,0.9,1
72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1,1
39,8.7,1.8,0.6,2.3,25,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,1.2,0.7,0.1,0.6,0
39,6.8,2.2,0.8,2.3,37.5,0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1
44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,1
82,19.2,7.4,3,6.3,47.9,0,0.2,5.3,1.3,2.1,61,0.7,1.7,2.4,4.5,1.5,0.3,1.9,1
22.05605239,13.51307889,3.503736826,1.301868413,3.456539446,37.57384222,0.405605239,1.365881511,25.29715748,0.496263174,0.645328967,80.0570265,0.398131587,1.05280262,1.4,1.141592141,0.501868413,0.098131587,0.645328967,0
49,18.8,8.7,3.2,6,54.5,0,0.1,0,2.2,3,71.1,1.9,1.2,3.1,0.6,1.5,0,0.9,0
64,31,14,5.3,11.6,46,1.4,3.8,37,1.9,2.6,72.2,1.2,2.7,3.9,2,2,0.6,1.2,1
79,26.2,9,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3,1.9,0.7,0.7,1.2,1
34.49303394,8.386532276,2.495355957,1.047910181,2.245588159,45.5995356,0,0.1,0,0.399535596,0.948838989,46.00835928,1.098606787,1.297213574,2.395820361,0.349303394,0.299535596,0.050232202,0.348838989,0
51,11.9,6.9,2.9,6.7,43.8,0,0.3,11.8,1,1.5,68.4,1.1,0.9,2,0.8,0.6,0.2,0.8,0
73,17,6.4,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,2,0.7,0.6,0.2,0.7,1
76.37361164,19.39523171,7.261528147,2.620509382,4.98680582,52.70476829,0,0.045787055,0,1.974722328,2.89523171,69.84180392,1.854212945,3.408425891,5.262638836,1.491574109,0.6,0.854212945,1.420509382,0
75,29.6,16.9,7,16.9,41.4,0.8,2.5,31.4,2.1,2.6,79.5,1,1.5,2.5,2.3,0.9,0.3,1.5,1
44.1878247,12.8366741,4.941499602,2.133630279,5.252412749,41.07512988,0.085152191,0.470304382,13.92880478,0.489086853,0.733630279,68.05939124,0.333630279,0.985152191,1.31878247,1.736674104,0.344543426,0.114847809,0.8,0
80,23.2,5.5,2.3,4.6,49.6,0,0,0,0.9,1.5,59,2.2,4.1,6.2,0.9,0.4,1.8,1.4,1
60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64,0.2,0.6,0.7,2,0.5,0,1.1,1
55.8650787,10.87592515,4.394708639,1.69735432,4.029893669,42.62672053,0.6,1.82433858,34.14021266,0.33783071,0.43783071,82.71825603,0.2,1.11084645,1.31084645,1.332539349,0.48650787,0.1,0.53518503,0
52,10.7,1.9,0.8,1.7,47.1,0,0,0,0.3,0.5,59.3,1,1.6,2.6,0.3,0.2,0.2,0.5,0
